element_id,row_type,parent_id,screen_id,screen,source_path,source_symbol_or_requirement,implementation_status,component_id,variant,states,light_dark_token_roles,layout_id,pattern_id,placement,interaction_contract,accessibility_contract,copy_key,english,romanian,spec_anchor,verification_scenario
C:D09-A01,source_action_group,,D09,Part entry,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D09-A01,implemented,C05,Save part,Open; staged; error; ineligible; committing; safe return,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Save part; conditional variants never shown simultaneously as competing primary actions.,"Validate description, positive quantity up to3 decimals and unit; save to current working/correction scope only.",Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d09_a01,Save part,Salvează piesa,action-c-d09-a01,"T-C-D09-A01: invoke from D09; test success, cancellation, blocked state and retry against this exact effect."
C:D09-A02,source_action_group,,D09,Part entry,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D09-A02,implemented,C06,Remove part,Open; staged; error; ineligible; committing; safe return,color.destructive;color.onDestructive;color.errorInk;color.errorContainer;color.focus,L11,P10,Explicit labelled secondary action in the matching D09 section; infrequent management variants in named More menu per screen composition.,Editable draft row only; confirm selected removal; frozen record requires correction.,Use C06 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d09_a02,Remove part,Elimină piesa,action-c-d09-a02,"T-C-D09-A02: invoke from D09; test success, cancellation, blocked state and retry against this exact effect."
C:D09-A03,source_action_group,,D09,Part entry,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D09-A03,adopted/pending,C07,Cancel,Open; staged; error; ineligible; committing; safe return,color.action;color.focus;color.disabledText;color.surface,L11,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Discard this uncommitted input; leave previously saved parts intact.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d09_a03,Cancel,Renunță,action-c-d09-a03,"T-C-D09-A03: invoke from D09; test success, cancellation, blocked state and retry against this exact effect."
C:D10-A01,source_action_group,,D10,Notification permission education,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D10-A01,implemented,C05,Enable notifications,Open; staged; error; ineligible; committing; safe return,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Enable notifications; conditional variants never shown simultaneously as competing primary actions.,Explain approximate delivery then request actual platform permission; denial leaves business features usable.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d10_a01,Enable notifications,Activează notificările,action-c-d10-a01,"T-C-D10-A01: invoke from D10; test success, cancellation, blocked state and retry against this exact effect."
C:D10-A02,source_action_group,,D10,Notification permission education,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D10-A02,implemented,C07,Open Android notification settings,Open; staged; error; ineligible; committing; safe return,color.action;color.focus;color.disabledText;color.surface,L11,P01,Named top-bar action; returned destination restores invoking context.,Open correct app/channel settings and recheck actual state on resume; no presumed grant.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d10_a02,Open Android notification settings,Deschide setările Android pentru notificări,action-c-d10-a02,"T-C-D10-A02: invoke from D10; test success, cancellation, blocked state and retry against this exact effect."
C:D10-A03,source_action_group,,D10,Notification permission education,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D10-A03,adopted/pending,C07,Not now,Open; staged; error; ineligible; committing; safe return,color.action;color.focus;color.disabledText;color.surface,L11,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Dismiss explanation without enabling; do not repeatedly force the prompt.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d10_a03,Not now,Nu acum,action-c-d10-a03,"T-C-D10-A03: invoke from D10; test success, cancellation, blocked state and retry against this exact effect."
C:D11-A01,source_action_group,,D11,File-operation progress,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D11-A01,adopted/pending,C07,Cancel operation,Open; staged; error; ineligible; committing; safe return,color.action;color.focus;color.disabledText;color.surface,L11,P01,Explicit labelled secondary action in the matching D11 section; infrequent management variants in named More menu per screen composition.,Before irreversible final commit stop safely and clean temporary owned files; disclose external partial output.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d11_a01,Cancel operation,Anulează operația,action-c-d11-a01,"T-C-D11-A01: invoke from D11; test success, cancellation, blocked state and retry against this exact effect."
C:D11-A02,source_action_group,,D11,File-operation progress,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D11-A02,implemented,C05,Retry,Open; staged; error; ineligible; committing; safe return,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Retry; conditional variants never shown simultaneously as competing primary actions.,Retry failed phase without replaying committed business effects.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d11_a02,Retry,Reîncearcă,action-c-d11-a02,"T-C-D11-A02: invoke from D11; test success, cancellation, blocked state and retry against this exact effect."
C:D11-A03,source_action_group,,D11,File-operation progress,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D11-A03,implemented,C07,Choose another file/destination,Open; staged; error; ineligible; committing; safe return,color.action;color.focus;color.disabledText;color.surface,L11,P01,Explicit labelled secondary action in the matching D11 section; infrequent management variants in named More menu per screen composition.,Reopen appropriate system picker; cancel preserves source and previous good outputs.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d11_a03,Choose another file/destination,Alege alt fișier/altă destinație,action-c-d11-a03,"T-C-D11-A03: invoke from D11; test success, cancellation, blocked state and retry against this exact effect."
C:D11-A04,source_action_group,,D11,File-operation progress,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D11-A04,adopted/pending,C05,Done / Return to record,Open; staged; error; ineligible; committing; safe return,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Done / Return to record; conditional variants never shown simultaneously as competing primary actions.,Only terminal result; name full/incomplete/unverified truthfully. Does not certify receipt.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d11_a04,Done / Return to record,Gata / Înapoi la înregistrare,action-c-d11-a04,"T-C-D11-A04: invoke from D11; test success, cancellation, blocked state and retry against this exact effect."
C:D12-A01,source_action_group,,D12,Erase local dataset,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D12-A01,implemented,C05,Make backup first,Open; staged; error; ineligible; committing; safe return,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Make backup first; conditional variants never shown simultaneously as competing primary actions.,Open backup and return; failure never continues automatically to erase.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d12_a01,Make backup first,Creează întâi o copie de siguranță,action-c-d12-a01,"T-C-D12-A01: invoke from D12; test success, cancellation, blocked state and retry against this exact effect."
C:D12-A02,source_action_group,,D12,Erase local dataset,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:D12-A02,implemented,C06,Erase local data,Open; staged; error; ineligible; committing; safe return,color.destructive;color.onDestructive;color.errorInk;color.errorContainer;color.focus,L11,P10,Explicit labelled secondary action in the matching D12 section; infrequent management variants in named More menu per screen composition.,Typed ERASE plus loss acknowledgement; remove this dataset/files/settings/pending reminders only; failure restricted recovery.,Use C06 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_d12_a02,Erase local data,Șterge datele locale,action-c-d12-a02,"T-C-D12-A02: invoke from D12; test success, cancellation, blocked state and retry against this exact effect."
